Trans Date,Remarks,Debit,Credit,Balance
8-Oct-2022,COMCAST CABLE,136.77,,145369.28
8-Oct-2022,EZ PASS TOLL,62.73,,145306.55
11-Oct-2022,LOCAL BISTRO,71.40,,145235.15
12-Oct-2022,STARBUCKS STORE,27.28,,145207.87
14-Oct-2022,ELECTRIC COMPANY,99.45,,145108.42
14-Oct-2022,FRESH MARKET,72.18,,145036.24
14-Oct-2022,COSTCO WHSE,87.65,,144948.59
14-Oct-2022,ZELLE TO FRIEND,147.25,,144801.34
15-Oct-2022,METRO TRANSIT,71.99,,144729.35
17-Oct-2022,FRESH MARKET,20.02,,144709.33
17-Oct-2022,HOME DEPOT,189.16,,144520.17
19-Oct-2022,METRO TRANSIT,68.84,,144451.33
19-Oct-2022,CHEVRON,35.43,,144415.90
20-Oct-2022,KROGER #1190,50.48,,144365.42
21-Oct-2022,LYFT RIDE,71.67,,144293.75
21-Oct-2022,EZ PASS TOLL,57.93,,144235.82
21-Oct-2022,HOME DEPOT,74.93,,144160.89
21-Oct-2022,CITY MEDICAL CLINIC,190.93,,143969.96
22-Oct-2022,LYFT RIDE,49.35,,143920.61
23-Oct-2022,WHOLE FOODS #4821,38.85,,143881.76
23-Oct-2022,STARBUCKS STORE,77.16,,143804.60
25-Oct-2022,LOCAL BISTRO,45.88,,143758.72
25-Oct-2022,STEAM GAMES,38.43,,143720.29
26-Oct-2022,STEAM GAMES,42.35,,143677.94
27-Oct-2022,PARKING GARAGE,31.85,,143646.09
28-Oct-2022,TARGET.COM,191.87,,143454.22
29-Oct-2022,ALDI 729,25.88,,143428.34
31-Oct-2022,ALDI 729,30.40,,143397.94
31-Oct-2022,MCDONALD'S,58.29,,143339.65
2-Nov-2022,ACH CREDIT EMPLOYER PAYROLL,,6539.09,149878.74
2-Nov-2022,SUSHI HOUSE,12.89,,149865.85
2-Nov-2022,EZ PASS TOLL,68.04,,149797.81
3-Nov-2022,BILL PAY RENT LANDLORD,1629.79,,148168.02
3-Nov-2022,LYFT RIDE,21.15,,148146.87
3-Nov-2022,NETFLIX.COM,34.04,,148112.83
4-Nov-2022,UBER TRIP,9.84,,148102.99
4-Nov-2022,SHELL OIL,23.60,,148079.39
6-Nov-2022,ALDI 729,151.27,,147928.12
7-Nov-2022,SHELL OIL,46.80,,147881.32
7-Nov-2022,ETSY.COM,198.84,,147682.48
8-Nov-2022,SHELL OIL,33.46,,147649.02
8-Nov-2022,BEST BUY,44.11,,147604.91
8-Nov-2022,APPLE.COM/BILL,49.57,,147555.34
10-Nov-2022,PIZZA HUT,43.89,,147511.45
10-Nov-2022,LOCAL BISTRO,25.34,,147486.11
10-Nov-2022,ETSY.COM,165.47,,147320.64
10-Nov-2022,BEST BUY,47.25,,147273.39
11-Nov-2022,WHOLE FOODS #4821,103.30,,147170.09
11-Nov-2022,PARKING GARAGE,9.70,,147160.39
11-Nov-2022,BEST BUY,28.83,,147131.56
13-Nov-2022,SUSHI HOUSE,20.00,,147111.56
13-Nov-2022,ETSY.COM,226.92,,146884.64
14-Nov-2022,LYFT RIDE,41.84,,146842.80
15-Nov-2022,COSTCO WHSE,121.08,,146721.72
15-Nov-2022,FRESH MARKET,145.61,,146576.11
15-Nov-2022,COSTCO WHSE,110.98,,146465.13
16-Nov-2022,COMCAST CABLE,134.98,,146330.15
16-Nov-2022,UBER EATS,24.33,,146305.82
16-Nov-2022,EZ PASS TOLL,41.81,,146264.01
16-Nov-2022,AMAZON.COM,82.49,,146181.52
17-Nov-2022,TARGET.COM,195.59,,145985.93
18-Nov-2022,STEAM GAMES,52.54,,145933.39
18-Nov-2022,TARGET.COM,152.57,,145780.82
20-Nov-2022,WALGREENS,63.18,,145717.64
21-Nov-2022,VERIZON WIRELESS,165.00,,145552.64
22-Nov-2022,ALDI 729,154.46,,145398.18
22-Nov-2022,TICKETMASTER,21.69,,145376.49
23-Nov-2022,SHELL OIL,17.42,,145359.07
24-Nov-2022,KROGER #1190,144.89,,145214.18
25-Nov-2022,CHEVRON,14.59,,145199.59
26-Nov-2022,ALDI 729,62.91,,145136.68
26-Nov-2022,EZ PASS TOLL,27.73,,145108.95
26-Nov-2022,BEST BUY,49.96,,145058.99
26-Nov-2022,ATM WITHDRAWAL,125.81,,144933.18
29-Nov-2022,MCDONALD'S,72.45,,144860.73
1-Dec-2022,ACH CREDIT EMPLOYER PAYROLL,,6597.40,151458.13
3-Dec-2022,BILL PAY RENT LANDLORD,1637.99,,149820.14
3-Dec-2022,TRADER JOE'S,74.04,,149746.10
4-Dec-2022,CHIPOTLE ONLINE,72.18,,149673.92
6-Dec-2022,KROGER #1190,44.50,,149629.42
6-Dec-2022,LYFT RIDE,59.59,,149569.83
7-Dec-2022,STEAM GAMES,57.77,,149512.06
8-Dec-2022,STARBUCKS STORE,83.65,,149428.41
10-Dec-2022,VERIZON WIRELESS,107.03,,149321.38
10-Dec-2022,CHEVRON,7.97,,149313.41
10-Dec-2022,WALGREENS,75.95,,149237.46
11-Dec-2022,BEST BUY,215.09,,149022.37
12-Dec-2022,COMCAST CABLE,103.06,,148919.31
12-Dec-2022,METRO TRANSIT,21.44,,148897.87
12-Dec-2022,IKEA,125.87,,148772.00
14-Dec-2022,SHELL OIL,7.63,,148764.37
15-Dec-2022,SUSHI HOUSE,29.40,,148734.97
15-Dec-2022,PARKING GARAGE,62.48,,148672.49
16-Dec-2022,VENMO CASHOUT,,387.14,149059.63
16-Dec-2022,CITY WATER BILL,166.63,,148893.00
16-Dec-2022,CHEVRON,35.13,,148857.87
18-Dec-2022,TRADER JOE'S,107.57,,148750.30
18-Dec-2022,AMAZON.COM,91.79,,148658.51
19-Dec-2022,ACH CREDIT YEAR END BONUS,,863.10,149521.61
19-Dec-2022,ALDI 729,131.15,,149390.46
19-Dec-2022,SHELL OIL,10.68,,149379.78
23-Dec-2022,LOCAL BISTRO,28.91,,149350.87
24-Dec-2022,TARGET.COM,132.65,,149218.22
24-Dec-2022,AMAZON MKTP,180.89,,149037.33
25-Dec-2022,SPOTIFY USA,21.99,,149015.34
26-Dec-2022,PIZZA HUT,44.29,,148971.05
26-Dec-2022,MCDONALD'S,6.80,,148964.25
27-Dec-2022,WALMART SUPERCENTER,144.07,,148820.18
27-Dec-2022,METRO TRANSIT,13.89,,148806.29
28-Dec-2022,PARKING GARAGE,19.70,,148786.59
29-Dec-2022,DOORDASH*RESTAURANT,26.84,,148759.75
30-Dec-2022,WHOLE FOODS #4821,67.26,,148692.49
30-Dec-2022,PARKING GARAGE,30.98,,148661.51
30-Dec-2022,AMAZON MKTP,150.85,,148510.66
30-Dec-2022,WALGREENS,30.61,,148480.05
31-Dec-2022,STARBUCKS STORE,53.92,,148426.13
1-Jan-2023,CHEVRON,41.52,,148384.61
2-Jan-2023,ACH CREDIT EMPLOYER PAYROLL,,6860.72,155245.33
2-Jan-2023,WHOLE FOODS #4821,78.11,,155167.22
2-Jan-2023,CHEVRON,13.40,,155153.82
3-Jan-2023,BILL PAY RENT LANDLORD,1679.70,,153474.12
4-Jan-2023,FRESH MARKET,108.15,,153365.97
4-Jan-2023,STARBUCKS STORE,16.71,,153349.26
4-Jan-2023,WALGREENS,53.42,,153295.84
5-Jan-2023,WHOLE FOODS #4821,78.46,,153217.38
5-Jan-2023,TARGET.COM,140.56,,153076.82
5-Jan-2023,VENMO PAYMENT,225.70,,152851.12
6-Jan-2023,EZ PASS TOLL,40.48,,152810.64
7-Jan-2023,DOORDASH*RESTAURANT,6.79,,152803.85
7-Jan-2023,UBER TRIP,12.20,,152791.65
8-Jan-2023,METRO TRANSIT,27.18,,152764.47
9-Jan-2023,DENTAL CARE,129.09,,152635.38
10-Jan-2023,WHOLE FOODS #4821,24.85,,152610.53
11-Jan-2023,HOME DEPOT,169.28,,152441.25
13-Jan-2023,COMCAST CABLE,139.84,,152301.41
13-Jan-2023,COSTCO WHSE,159.75,,152141.66
14-Jan-2023,DOORDASH*RESTAURANT,27.46,,152114.20
14-Jan-2023,NETFLIX.COM,30.19,,152084.01
15-Jan-2023,PLANET FITNESS,75.31,,152008.70
15-Jan-2023,INSURANCE ANNUAL PREMIUM,1257.86,,150750.84
17-Jan-2023,IKEA,213.06,,150537.78
17-Jan-2023,DISNEYPLUS,18.72,,150519.06
18-Jan-2023,ALDI 729,113.07,,150405.99
18-Jan-2023,SUSHI HOUSE,52.88,,150353.11
19-Jan-2023,SUSHI HOUSE,22.89,,150330.22
20-Jan-2023,ALDI 729,18.20,,150312.02
21-Jan-2023,ELECTRIC COMPANY,160.43,,150151.59
21-Jan-2023,LYFT RIDE,11.02,,150140.57
21-Jan-2023,TICKETMASTER,47.34,,150093.23
22-Jan-2023,MCDONALD'S,30.97,,150062.26
23-Jan-2023,TRADER JOE'S,87.33,,149974.93
23-Jan-2023,CHEVRON,17.93,,149957.00
23-Jan-2023,SPOTIFY USA,64.75,,149892.25
24-Jan-2023,MCDONALD'S,19.92,,149872.33
24-Jan-2023,PIZZA HUT,32.87,,149839.46
24-Jan-2023,EZ PASS TOLL,23.97,,149815.49
25-Jan-2023,ELECTRIC COMPANY,164.20,,149651.29
25-Jan-2023,SUSHI HOUSE,49.25,,149602.04
27-Jan-2023,IKEA,227.50,,149374.54
28-Jan-2023,UBER TRIP,68.58,,149305.96
31-Jan-2023,TRADER JOE'S,129.91,,149176.05
1-Feb-2023,ACH CREDIT EMPLOYER PAYROLL,,6811.87,155987.92
1-Feb-2023,PIZZA HUT,16.29,,155971.63
1-Feb-2023,UBER TRIP,47.68,,155923.95
2-Feb-2023,PARKING GARAGE,28.38,,155895.57
3-Feb-2023,BILL PAY RENT LANDLORD,1669.40,,154226.17
3-Feb-2023,WHOLE FOODS #4821,148.05,,154078.12
3-Feb-2023,TRADER JOE'S,30.75,,154047.37
3-Feb-2023,SUSHI HOUSE,11.61,,154035.76
3-Feb-2023,NIKE STORE,193.61,,153842.15
5-Feb-2023,NETFLIX.COM,39.06,,153803.09
6-Feb-2023,ELECTRIC COMPANY,152.59,,153650.50
8-Feb-2023,KROGER #1190,159.22,,153491.28
8-Feb-2023,SHELL OIL,32.33,,153458.95
10-Feb-2023,KROGER #1190,94.53,,153364.42
10-Feb-2023,SUSHI HOUSE,35.15,,153329.27
10-Feb-2023,METRO TRANSIT,64.39,,153264.88
11-Feb-2023,WALMART SUPERCENTER,57.15,,153207.73
11-Feb-2023,UBER TRIP,52.98,,153154.75
11-Feb-2023,PARKING GARAGE,10.10,,153144.65
11-Feb-2023,LYFT RIDE,43.61,,153101.04
12-Feb-2023,SHELL OIL,61.45,,153039.59
14-Feb-2023,FRESH MARKET,131.78,,152907.81
14-Feb-2023,METRO TRANSIT,66.63,,152841.18
14-Feb-2023,SPOTIFY USA,25.81,,152815.37
15-Feb-2023,STARBUCKS STORE,18.55,,152796.82
16-Feb-2023,ALDI 729,42.70,,152754.12
16-Feb-2023,UBER EATS,53.87,,152700.25
17-Feb-2023,PAYPAL TRANSFER,,756.65,153456.90
17-Feb-2023,NIKE STORE,249.21,,153207.69
17-Feb-2023,CVS/PHARMACY,210.96,,152996.73
17-Feb-2023,DENTAL CARE,18.33,,152978.40
18-Feb-2023,MCDONALD'S,15.29,,152963.11
19-Feb-2023,UBER TRIP,68.61,,152894.50
20-Feb-2023,UBER EATS,33.24,,152861.26
21-Feb-2023,EZ PASS TOLL,31.13,,152830.13
22-Feb-2023,PIZZA HUT,80.85,,152749.28
24-Feb-2023,ELECTRIC COMPANY,191.61,,152557.67
25-Feb-2023,APPLE.COM/BILL,73.23,,152484.44
26-Feb-2023,STARBUCKS STORE,61.75,,152422.69
28-Feb-2023,SPOTIFY USA,21.74,,152400.95
1-Mar-2023,KROGER #1190,66.37,,152334.58
2-Mar-2023,ACH CREDIT EMPLOYER PAYROLL,,6759.71,159094.29
2-Mar-2023,LYFT RIDE,9.26,,159085.03
3-Mar-2023,BILL PAY RENT LANDLORD,1657.18,,157427.85
3-Mar-2023,EZ PASS TOLL,41.14,,157386.71
4-Mar-2023,HOME DEPOT,174.14,,157212.57
5-Mar-2023,LYFT RIDE,49.00,,157163.57
5-Mar-2023,SHELL OIL,39.35,,157124.22
6-Mar-2023,STEAM GAMES,28.88,,157095.34
7-Mar-2023,UBER EATS,48.16,,157047.18
9-Mar-2023,COSTCO WHSE,48.65,,156998.53
9-Mar-2023,SPOTIFY USA,51.99,,156946.54
10-Mar-2023,UBER TRIP,57.30,,156889.24
10-Mar-2023,HOME DEPOT,276.04,,156613.20
12-Mar-2023,VERIZON WIRELESS,49.29,,156563.91
12-Mar-2023,CHIPOTLE ONLINE,17.58,,156546.33
12-Mar-2023,CVS/PHARMACY,186.65,,156359.68
13-Mar-2023,KROGER #1190,141.50,,156218.18
13-Mar-2023,UBER EATS,81.74,,156136.44
14-Mar-2023,CHEVRON,48.56,,156087.88
14-Mar-2023,CITY MEDICAL CLINIC,79.14,,156008.74
15-Mar-2023,MCDONALD'S,15.83,,155992.91
15-Mar-2023,CHEVRON,43.07,,155949.84
17-Mar-2023,COSTCO WHSE,115.00,,155834.84
17-Mar-2023,WHOLE FOODS #4821,51.07,,155783.77
18-Mar-2023,METRO TRANSIT,21.43,,155762.34
18-Mar-2023,VENMO PAYMENT,97.63,,155664.71
19-Mar-2023,UBER TRIP,21.34,,155643.37
19-Mar-2023,PARKING GARAGE,67.65,,155575.72
19-Mar-2023,IKEA,72.12,,155503.60
20-Mar-2023,TRADER JOE'S,155.41,,155348.19
20-Mar-2023,PIZZA HUT,28.18,,155320.01
21-Mar-2023,PAYPAL TRANSFER,,1014.48,156334.49
21-Mar-2023,STARBUCKS STORE,75.69,,156258.80
21-Mar-2023,LYFT RIDE,18.81,,156239.99
23-Mar-2023,AMAZON.COM,138.75,,156101.24
24-Mar-2023,CITY WATER BILL,168.79,,155932.45
25-Mar-2023,CITY WATER BILL,180.14,,155752.31
26-Mar-2023,PIZZA HUT,9.64,,155742.67
27-Mar-2023,PARKING GARAGE,57.53,,155685.14
28-Mar-2023,FRESH MARKET,84.09,,155601.05
29-Mar-2023,AMAZON.COM,269.38,,155331.67
30-Mar-2023,WHOLE FOODS #4821,106.34,,155225.33
30-Mar-2023,ALDI 729,98.58,,155126.75
31-Mar-2023,TICKETMASTER,34.76,,155091.99
1-Apr-2023,KROGER #1190,157.97,,154934.02
1-Apr-2023,SUSHI HOUSE,78.46,,154855.56
2-Apr-2023,ACH CREDIT EMPLOYER PAYROLL,,6850.40,161705.96
2-Apr-2023,WALMART SUPERCENTER,148.48,,161557.48
2-Apr-2023,UBER TRIP,7.60,,161549.88
2-Apr-2023,PARKING GARAGE,70.81,,161479.07
2-Apr-2023,CVS/PHARMACY,19.39,,161459.68
3-Apr-2023,BILL PAY RENT LANDLORD,1670.91,,159788.77
3-Apr-2023,HOME DEPOT,45.12,,159743.65
5-Apr-2023,CITY MEDICAL CLINIC,145.42,,159598.23
6-Apr-2023,TARGET.COM,189.83,,159408.40
8-Apr-2023,SHELL OIL,13.99,,159394.41
8-Apr-2023,NETFLIX.COM,41.08,,159353.33
10-Apr-2023,MCDONALD'S,78.28,,159275.05
11-Apr-2023,SUSHI HOUSE,68.86,,159206.19
12-Apr-2023,EZ PASS TOLL,29.02,,159177.17
12-Apr-2023,AMAZON.COM,51.16,,159126.01
13-Apr-2023,GAS UTILITY,134.26,,158991.75
13-Apr-2023,IKEA,254.74,,158737.01
14-Apr-2023,COSTCO WHSE,33.87,,158703.14
14-Apr-2023,TRADER JOE'S,43.17,,158659.97
14-Apr-2023,LYFT RIDE,58.31,,158601.66
14-Apr-2023,IRS USATAXPYMT,1426.66,,157175.00
15-Apr-2023,PLANET FITNESS,198.14,,156976.86
15-Apr-2023,DISNEYPLUS,15.49,,156961.37
15-Apr-2023,DISNEYPLUS,55.10,,156906.27
16-Apr-2023,SHELL OIL,34.72,,156871.55
17-Apr-2023,WHOLE FOODS #4821,45.16,,156826.39
18-Apr-2023,PIZZA HUT,33.01,,156793.38
18-Apr-2023,UBER TRIP,50.82,,156742.56
18-Apr-2023,VENMO PAYMENT,147.07,,156595.49
19-Apr-2023,SUSHI HOUSE,84.92,,156510.57
19-Apr-2023,TICKETMASTER,22.05,,156488.52
20-Apr-2023,AMAZON MKTP,112.23,,156376.29
21-Apr-2023,TRADER JOE'S,74.91,,156301.38
21-Apr-2023,WHOLE FOODS #4821,115.72,,156185.66
21-Apr-2023,CHIPOTLE ONLINE,38.62,,156147.04
22-Apr-2023,VERIZON WIRELESS,150.62,,155996.42
22-Apr-2023,UBER EATS,26.54,,155969.88
25-Apr-2023,VERIZON WIRELESS,104.69,,155865.19
26-Apr-2023,DOORDASH*RESTAURANT,78.81,,155786.38
27-Apr-2023,STARBUCKS STORE,62.50,,155723.88
28-Apr-2023,DOORDASH*RESTAURANT,74.05,,155649.83
28-Apr-2023,CHEVRON,45.59,,155604.24
29-Apr-2023,LOCAL BISTRO,49.91,,155554.33
30-Apr-2023,COSTCO WHSE,70.16,,155484.17
30-Apr-2023,DOORDASH*RESTAURANT,11.36,,155472.81
30-Apr-2023,UBER TRIP,65.35,,155407.46
1-May-2023,ACH CREDIT EMPLOYER PAYROLL,,6814.41,162221.87
1-May-2023,SHELL OIL,11.85,,162210.02
2-May-2023,DOORDASH*RESTAURANT,66.85,,162143.17
2-May-2023,SHELL OIL,71.20,,162071.97
3-May-2023,BILL PAY RENT LANDLORD,1663.51,,160408.46
3-May-2023,DOORDASH*RESTAURANT,21.58,,160386.88
3-May-2023,SUSHI HOUSE,35.59,,160351.29
5-May-2023,SPOTIFY USA,60.17,,160291.12
6-May-2023,WALMART SUPERCENTER,120.52,,160170.60
6-May-2023,UBER TRIP,17.08,,160153.52
6-May-2023,BEST BUY,243.17,,159910.35
7-May-2023,METRO TRANSIT,68.25,,159842.10
7-May-2023,DENTAL CARE,213.42,,159628.68
9-May-2023,TRADER JOE'S,93.22,,159535.46
9-May-2023,DOORDASH*RESTAURANT,25.37,,159510.09
9-May-2023,AMC THEATRES,44.76,,159465.33
11-May-2023,APPLE.COM/BILL,278.59,,159186.74
13-May-2023,FRESH MARKET,49.40,,159137.34
16-May-2023,TARGET.COM,181.99,,158955.35
17-May-2023,ELECTRIC COMPANY,91.39,,158863.96
17-May-2023,CHEVRON,25.11,,158838.85
19-May-2023,LYFT RIDE,5.21,,158833.64
20-May-2023,ACH CREDIT FREELANCE,,1130.37,159964.01
20-May-2023,ELECTRIC COMPANY,134.48,,159829.53
20-May-2023,SHELL OIL,7.03,,159822.50
21-May-2023,AMC THEATRES,56.34,,159766.16
24-May-2023,EZ PASS TOLL,53.96,,159712.20
25-May-2023,DOORDASH*RESTAURANT,18.37,,159693.83
26-May-2023,GAS UTILITY,177.41,,159516.42
27-May-2023,FRESH MARKET,154.73,,159361.69
28-May-2023,TRADER JOE'S,63.80,,159297.89
28-May-2023,ALDI 729,61.77,,159236.12
29-May-2023,UBER TRIP,22.25,,159213.87
29-May-2023,CITY MEDICAL CLINIC,35.60,,159178.27
30-May-2023,WALMART SUPERCENTER,110.41,,159067.86
30-May-2023,AMC THEATRES,9.76,,159058.10
31-May-2023,HOME DEPOT,203.62,,158854.48
31-May-2023,ZELLE TO FRIEND,220.62,,158633.86
1-Jun-2023,LYFT RIDE,7.40,,158626.46
2-Jun-2023,ACH CREDIT EMPLOYER PAYROLL,,6745.65,165372.11
2-Jun-2023,EZ PASS TOLL,18.80,,165353.31
2-Jun-2023,METRO TRANSIT,8.65,,165344.66
3-Jun-2023,BILL PAY RENT LANDLORD,1662.34,,163682.32
3-Jun-2023,PARKING GARAGE,10.72,,163671.60
3-Jun-2023,AMAZON.COM,19.54,,163652.06
4-Jun-2023,FRESH MARKET,53.07,,163598.99
5-Jun-2023,METRO TRANSIT,7.53,,163591.46
7-Jun-2023,ELECTRIC COMPANY,192.27,,163399.19
7-Jun-2023,WHOLE FOODS #4821,136.57,,163262.62
8-Jun-2023,ATM WITHDRAWAL,153.03,,163109.59
9-Jun-2023,CVS/PHARMACY,197.20,,162912.39
10-Jun-2023,ELECTRIC COMPANY,98.13,,162814.26
13-Jun-2023,WALMART SUPERCENTER,95.82,,162718.44
13-Jun-2023,WHOLE FOODS #4821,101.44,,162617.00
13-Jun-2023,TARGET.COM,122.84,,162494.16
14-Jun-2023,COSTCO WHSE,63.35,,162430.81
14-Jun-2023,DISNEYPLUS,47.41,,162383.40
15-Jun-2023,TRADER JOE'S,68.82,,162314.58
15-Jun-2023,SPOTIFY USA,23.61,,162290.97
16-Jun-2023,SUSHI HOUSE,78.29,,162212.68
18-Jun-2023,PIZZA HUT,48.00,,162164.68
20-Jun-2023,SHELL OIL,42.35,,162122.33
21-Jun-2023,SPOTIFY USA,54.22,,162068.11
22-Jun-2023,UBER EATS,58.28,,162009.83
23-Jun-2023,WHOLE FOODS #4821,119.51,,161890.32
23-Jun-2023,SHELL OIL,47.20,,161843.12
23-Jun-2023,CITY MEDICAL CLINIC,131.47,,161711.65
24-Jun-2023,DOORDASH*RESTAURANT,43.52,,161668.13
24-Jun-2023,UBER EATS,63.25,,161604.88
24-Jun-2023,SHELL OIL,52.79,,161552.09
24-Jun-2023,LYFT RIDE,45.45,,161506.64
26-Jun-2023,GAS UTILITY,95.78,,161410.86
26-Jun-2023,CHIPOTLE ONLINE,10.79,,161400.07
26-Jun-2023,TARGET.COM,124.64,,161275.43
28-Jun-2023,TARGET.COM,174.93,,161100.50
1-Jul-2023,ACH CREDIT EMPLOYER PAYROLL,,6882.88,167983.38
1-Jul-2023,PARKING GARAGE,61.65,,167921.73
1-Jul-2023,NETFLIX.COM,64.28,,167857.45
2-Jul-2023,METRO TRANSIT,63.76,,167793.69
3-Jul-2023,BILL PAY RENT LANDLORD,1680.81,,166112.88
3-Jul-2023,KROGER #1190,26.84,,166086.04
3-Jul-2023,UBER EATS,37.46,,166048.58
4-Jul-2023,NETFLIX.COM,21.32,,166027.26
6-Jul-2023,MCDONALD'S,37.00,,165990.26
6-Jul-2023,EZ PASS TOLL,21.44,,165968.82
8-Jul-2023,COMCAST CABLE,87.15,,165881.67
8-Jul-2023,NIKE STORE,155.02,,165726.65
8-Jul-2023,BEST BUY,165.60,,165561.05
9-Jul-2023,VENMO CASHOUT,,1164.44,166725.49
9-Jul-2023,APPLE.COM/BILL,239.92,,166485.57
10-Jul-2023,TRADER JOE'S,150.93,,166334.64
11-Jul-2023,ELECTRIC COMPANY,113.03,,166221.61
12-Jul-2023,CHIPOTLE ONLINE,80.80,,166140.81
12-Jul-2023,METRO TRANSIT,11.07,,166129.74
13-Jul-2023,LYFT RIDE,33.73,,166096.01
14-Jul-2023,ELECTRIC COMPANY,142.23,,165953.78
17-Jul-2023,METRO TRANSIT,52.84,,165900.94
18-Jul-2023,COSTCO WHSE,18.85,,165882.09
18-Jul-2023,LYFT RIDE,24.62,,165857.47
19-Jul-2023,WHOLE FOODS #4821,74.86,,165782.61
19-Jul-2023,UBER TRIP,40.16,,165742.45
20-Jul-2023,COSTCO WHSE,141.25,,165601.20
20-Jul-2023,UBER TRIP,54.48,,165546.72
21-Jul-2023,KROGER #1190,94.96,,165451.76
21-Jul-2023,AMAZON MKTP,211.76,,165240.00
24-Jul-2023,CITY WATER BILL,65.33,,165174.67
24-Jul-2023,CITY MEDICAL CLINIC,105.99,,165068.68
25-Jul-2023,PIZZA HUT,44.36,,165024.32
25-Jul-2023,DOORDASH*RESTAURANT,9.91,,165014.41
27-Jul-2023,PIZZA HUT,59.26,,164955.15
27-Jul-2023,PARKING GARAGE,52.70,,164902.45
28-Jul-2023,UBER EATS,60.71,,164841.74
28-Jul-2023,SPOTIFY USA,57.83,,164783.91
31-Jul-2023,WALMART SUPERCENTER,122.84,,164661.07
31-Jul-2023,UBER TRIP,54.27,,164606.80
31-Jul-2023,DENTAL CARE,136.91,,164469.89
3-Aug-2023,ACH CREDIT EMPLOYER PAYROLL,,6813.30,171283.19
3-Aug-2023,BILL PAY RENT LANDLORD,1667.97,,169615.22
4-Aug-2023,STEAM GAMES,50.44,,169564.78
4-Aug-2023,TICKETMASTER,16.70,,169548.08
5-Aug-2023,AMAZON MKTP,117.18,,169430.90
6-Aug-2023,PIZZA HUT,20.69,,169410.21
6-Aug-2023,APPLE.COM/BILL,259.10,,169151.11
6-Aug-2023,TARGET.COM,242.26,,168908.85
7-Aug-2023,VERIZON WIRELESS,175.68,,168733.17
7-Aug-2023,CHEVRON,45.38,,168687.79
8-Aug-2023,GAS UTILITY,181.55,,168506.24
8-Aug-2023,ALDI 729,52.50,,168453.74
8-Aug-2023,UBER EATS,50.65,,168403.09
8-Aug-2023,WALGREENS,20.02,,168383.07
10-Aug-2023,AIRBNB *STAY,502.84,,167880.23
12-Aug-2023,SUSHI HOUSE,17.00,,167863.23
12-Aug-2023,NETFLIX.COM,13.73,,167849.50
13-Aug-2023,COSTCO WHSE,60.68,,167788.82
14-Aug-2023,METRO TRANSIT,55.03,,167733.79
15-Aug-2023,DOORDASH*RESTAURANT,38.10,,167695.69
16-Aug-2023,FRESH MARKET,137.91,,167557.78
16-Aug-2023,COSTCO WHSE,55.68,,167502.10
16-Aug-2023,UBER EATS,21.69,,167480.41
18-Aug-2023,NIKE STORE,235.27,,167245.14
19-Aug-2023,GAS UTILITY,190.51,,167054.63
19-Aug-2023,WALMART SUPERCENTER,104.86,,166949.77
19-Aug-2023,WHOLE FOODS #4821,153.89,,166795.88
19-Aug-2023,LOCAL BISTRO,13.05,,166782.83
20-Aug-2023,SUSHI HOUSE,9.74,,166773.09
21-Aug-2023,LOCAL BISTRO,44.84,,166728.25
21-Aug-2023,UBER TRIP,64.73,,166663.52
24-Aug-2023,EZ PASS TOLL,63.15,,166600.37
26-Aug-2023,PARKING GARAGE,8.25,,166592.12
29-Aug-2023,COSTCO WHSE,157.81,,166434.31
29-Aug-2023,METRO TRANSIT,61.44,,166372.87
30-Aug-2023,TARGET.COM,257.10,,166115.77
31-Aug-2023,METRO TRANSIT,31.33,,166084.44
31-Aug-2023,METRO TRANSIT,23.71,,166060.73
31-Aug-2023,PLANET FITNESS,40.28,,166020.45
3-Sep-2023,ACH CREDIT EMPLOYER PAYROLL,,6701.78,172722.23
3-Sep-2023,BILL PAY RENT LANDLORD,1680.69,,171041.54
3-Sep-2023,TRADER JOE'S,42.37,,170999.17
4-Sep-2023,EZ PASS TOLL,67.72,,170931.45
5-Sep-2023,SHELL OIL,44.81,,170886.64
5-Sep-2023,PARKING GARAGE,10.80,,170875.84
5-Sep-2023,DISNEYPLUS,54.69,,170821.15
8-Sep-2023,TICKETMASTER,58.72,,170762.43
9-Sep-2023,ZELLE TO FRIEND,134.27,,170628.16
10-Sep-2023,APPLE.COM/BILL,262.84,,170365.32
11-Sep-2023,LOCAL BISTRO,17.71,,170347.61
11-Sep-2023,AMAZON.COM,191.11,,170156.50
11-Sep-2023,TARGET.COM,184.15,,169972.35
12-Sep-2023,TRADER JOE'S,77.12,,169895.23
13-Sep-2023,VERIZON WIRELESS,58.41,,169836.82
13-Sep-2023,FRESH MARKET,74.54,,169762.28
13-Sep-2023,DOORDASH*RESTAURANT,37.49,,169724.79
13-Sep-2023,LYFT RIDE,70.52,,169654.27
14-Sep-2023,LOCAL BISTRO,36.38,,169617.89
15-Sep-2023,ELECTRIC COMPANY,174.83,,169443.06
19-Sep-2023,ZELLE FROM CLIENT,,784.22,170227.28
20-Sep-2023,WHOLE FOODS #4821,135.06,,170092.22
20-Sep-2023,BEST BUY,66.31,,170025.91
20-Sep-2023,AMAZON.COM,140.35,,169885.56
21-Sep-2023,AMAZON MKTP,25.08,,169860.48
22-Sep-2023,METRO TRANSIT,67.03,,169793.45
22-Sep-2023,PARKING GARAGE,47.33,,169746.12
23-Sep-2023,TRADER JOE'S,73.35,,169672.77
