Date,Description,Debit,Credit,Balance
2022-07-04,HOME DEPOT,140.98,,139780.26
2022-07-06,BEST BUY,110.63,,139669.63
2022-07-07,DOORDASH*RESTAURANT,66.01,,139603.62
2022-07-07,AMAZON MKTP,221.73,,139381.89
2022-07-09,CITY WATER BILL,126.48,,139255.41
2022-07-09,COSTCO WHSE,68.77,,139186.64
2022-07-10,APPLE.COM/BILL,129.78,,139056.86
2022-07-11,WALMART SUPERCENTER,134.77,,138922.09
2022-07-11,LYFT RIDE,69.19,,138852.90
2022-07-12,KROGER #1190,142.97,,138709.93
2022-07-13,ELECTRIC COMPANY,168.81,,138541.12
2022-07-14,CITY WATER BILL,130.79,,138410.33
2022-07-15,LOCAL BISTRO,77.93,,138332.40
2022-07-15,AMC THEATRES,32.98,,138299.42
2022-07-15,HOTEL BOOKING,880.17,,137419.25
2022-07-16,COSTCO WHSE,118.02,,137301.23
2022-07-17,SHELL OIL,42.83,,137258.40
2022-07-17,TARGET.COM,164.38,,137094.02
2022-07-17,CITY MEDICAL CLINIC,36.60,,137057.42
2022-07-17,SPOTIFY USA,55.27,,137002.15
2022-07-18,METRO TRANSIT,34.63,,136967.52
2022-07-19,SHELL OIL,4.09,,136963.43
2022-07-20,KROGER #1190,150.98,,136812.45
2022-07-20,LYFT RIDE,44.62,,136767.83
2022-07-21,CHIPOTLE ONLINE,13.51,,136754.32
2022-07-21,PARKING GARAGE,38.78,,136715.54
2022-07-21,PARKING GARAGE,43.58,,136671.96
2022-07-22,ACH CREDIT FREELANCE,,811.42,137483.38
2022-07-22,CHEVRON,60.38,,137423.00
2022-07-23,DOORDASH*RESTAURANT,30.00,,137393.00
2022-07-24,SUSHI HOUSE,67.73,,137325.27
2022-07-26,PARKING GARAGE,55.29,,137269.98
2022-07-27,TICKETMASTER,45.74,,137224.24
2022-07-28,DENTAL CARE,57.27,,137166.97
2022-07-29,UBER EATS,36.24,,137130.73
2022-07-30,SHELL OIL,15.18,,137115.55
2022-07-31,ALDI 729,148.29,,136967.26
2022-08-01,ACH CREDIT EMPLOYER PAYROLL,,6540.09,143507.35
2022-08-01,METRO TRANSIT,35.02,,143472.33
2022-08-02,UBER EATS,67.72,,143404.61
2022-08-02,CHEVRON,71.74,,143332.87
2022-08-03,BILL PAY RENT LANDLORD,1600.34,,141732.53
2022-08-03,STARBUCKS STORE,15.68,,141716.85
2022-08-03,CHIPOTLE ONLINE,38.70,,141678.15
2022-08-04,DISNEYPLUS,64.87,,141613.28
2022-08-05,ALDI 729,151.83,,141461.45
2022-08-05,ALDI 729,78.83,,141382.62
2022-08-07,KROGER #1190,29.55,,141353.07
2022-08-08,CITY WATER BILL,100.71,,141252.36
2022-08-08,PIZZA HUT,40.32,,141212.04
2022-08-11,GAS UTILITY,83.42,,141128.62
2022-08-11,LYFT RIDE,20.59,,141108.03
2022-08-11,UBER TRIP,4.92,,141103.11
2022-08-11,AMAZON.COM,150.13,,140952.98
2022-08-11,ZELLE TO FRIEND,220.71,,140732.27
2022-08-12,WHOLE FOODS #4821,157.13,,140575.14
2022-08-12,LYFT RIDE,12.20,,140562.94
2022-08-14,COMCAST CABLE,169.93,,140393.01
2022-08-16,CHEVRON,4.80,,140388.21
2022-08-17,ALDI 729,105.84,,140282.37
2022-08-17,SHELL OIL,38.30,,140244.07
2022-08-17,EZ PASS TOLL,29.72,,140214.35
2022-08-18,WALMART SUPERCENTER,90.48,,140123.87
2022-08-19,UBER EATS,52.90,,140070.97
2022-08-19,APPLE.COM/BILL,232.69,,139838.28
2022-08-20,DOORDASH*RESTAURANT,63.90,,139774.38
2022-08-20,AIRBNB *STAY,679.18,,139095.20
2022-08-21,HOME DEPOT,17.69,,139077.51
2022-08-21,PLANET FITNESS,182.89,,138894.62
2022-08-22,TICKETMASTER,28.42,,138866.20
2022-08-23,EZ PASS TOLL,52.53,,138813.67
2022-08-24,PAYPAL TRANSFER,,426.78,139240.45
2022-08-24,GAS UTILITY,108.76,,139131.69
2022-08-27,AMAZON MKTP,178.61,,138953.08
2022-08-27,DISNEYPLUS,27.68,,138925.40
2022-08-29,KROGER #1190,119.84,,138805.56
2022-08-31,TRADER JOE'S,126.00,,138679.56
2022-08-31,LYFT RIDE,40.66,,138638.90
2022-08-31,APPLE.COM/BILL,93.88,,138545.02
2022-08-31,PLANET FITNESS,73.68,,138471.34
2022-09-01,ACH CREDIT EMPLOYER PAYROLL,,6591.58,145062.92
2022-09-01,WHOLE FOODS #4821,128.73,,144934.19
2022-09-01,KROGER #1190,118.67,,144815.52
2022-09-01,IKEA,221.77,,144593.75
2022-09-01,TARGET.COM,121.76,,144471.99
2022-09-02,SPOTIFY USA,50.49,,144421.50
2022-09-03,BILL PAY RENT LANDLORD,1609.48,,142812.02
2022-09-04,ALDI 729,91.41,,142720.61
2022-09-05,WALMART SUPERCENTER,135.59,,142585.02
2022-09-06,COSTCO WHSE,57.56,,142527.46
2022-09-07,ALDI 729,52.92,,142474.54
2022-09-08,CHIPOTLE ONLINE,17.93,,142456.61
2022-09-09,EZ PASS TOLL,8.29,,142448.32
2022-09-10,UBER TRIP,59.30,,142389.02
2022-09-12,AMC THEATRES,19.47,,142369.55
2022-09-13,LYFT RIDE,34.13,,142335.42
2022-09-14,PIZZA HUT,68.45,,142266.97
2022-09-15,GAS UTILITY,49.68,,142217.29
2022-09-15,METRO TRANSIT,12.21,,142205.08
2022-09-16,METRO TRANSIT,30.90,,142174.18
2022-09-17,HOME DEPOT,170.65,,142003.53
2022-09-19,TRADER JOE'S,80.81,,141922.72
2022-09-19,TRADER JOE'S,47.31,,141875.41
2022-09-19,NIKE STORE,141.49,,141733.92
2022-09-20,COSTCO WHSE,109.83,,141624.09
2022-09-20,STARBUCKS STORE,65.70,,141558.39
2022-09-20,EZ PASS TOLL,39.51,,141518.88
2022-09-21,CHEVRON,38.77,,141480.11
2022-09-21,SHELL OIL,58.85,,141421.26
2022-09-21,DENTAL CARE,115.27,,141305.99
2022-09-22,VENMO PAYMENT,179.97,,141126.02
2022-09-23,LOCAL BISTRO,81.25,,141044.77
2022-09-24,COMCAST CABLE,112.04,,140932.73
2022-09-25,CHEVRON,15.98,,140916.75
2022-09-26,WALMART SUPERCENTER,44.18,,140872.57
2022-09-28,SUSHI HOUSE,50.05,,140822.52
2022-09-28,DISNEYPLUS,51.82,,140770.70
2022-09-29,UBER EATS,38.10,,140732.60
2022-09-30,SUSHI HOUSE,6.38,,140726.22
2022-10-01,ACH CREDIT EMPLOYER PAYROLL,,6699.96,147426.18
2022-10-01,CHIPOTLE ONLINE,28.42,,147397.76
2022-10-02,DOORDASH*RESTAURANT,8.10,,147389.66
2022-10-02,CHEVRON,69.92,,147319.74
2022-10-03,BILL PAY RENT LANDLORD,1600.74,,145719.00
2022-10-03,SHELL OIL,66.14,,145652.86
2022-10-06,WALMART SUPERCENTER,146.81,,145506.05
2022-10-08,COMCAST CABLE,136.77,,145369.28
2022-10-08,EZ PASS TOLL,62.73,,145306.55
2022-10-11,LOCAL BISTRO,71.40,,145235.15
2022-10-12,STARBUCKS STORE,27.28,,145207.87
2022-10-14,ELECTRIC COMPANY,99.45,,145108.42
2022-10-14,FRESH MARKET,72.18,,145036.24
2022-10-14,COSTCO WHSE,87.65,,144948.59
2022-10-14,ZELLE TO FRIEND,147.25,,144801.34
2022-10-15,METRO TRANSIT,71.99,,144729.35
2022-10-17,FRESH MARKET,20.02,,144709.33
2022-10-17,HOME DEPOT,189.16,,144520.17
2022-10-19,METRO TRANSIT,68.84,,144451.33
2022-10-19,CHEVRON,35.43,,144415.90
2022-10-20,KROGER #1190,50.48,,144365.42
2022-10-21,LYFT RIDE,71.67,,144293.75
2022-10-21,EZ PASS TOLL,57.93,,144235.82
2022-10-21,HOME DEPOT,74.93,,144160.89
2022-10-21,CITY MEDICAL CLINIC,190.93,,143969.96
2022-10-22,LYFT RIDE,49.35,,143920.61
2022-10-23,WHOLE FOODS #4821,38.85,,143881.76
2022-10-23,STARBUCKS STORE,77.16,,143804.60
2022-10-25,LOCAL BISTRO,45.88,,143758.72
2022-10-25,STEAM GAMES,38.43,,143720.29
2022-10-26,STEAM GAMES,42.35,,143677.94
2022-10-27,PARKING GARAGE,31.85,,143646.09
2022-10-28,TARGET.COM,191.87,,143454.22
2022-10-29,ALDI 729,25.88,,143428.34
2022-10-31,ALDI 729,30.40,,143397.94
2022-10-31,MCDONALD'S,58.29,,143339.65
2022-11-02,ACH CREDIT EMPLOYER PAYROLL,,6539.09,149878.74
2022-11-02,SUSHI HOUSE,12.89,,149865.85
2022-11-02,EZ PASS TOLL,68.04,,149797.81
2022-11-03,BILL PAY RENT LANDLORD,1629.79,,148168.02
2022-11-03,LYFT RIDE,21.15,,148146.87
2022-11-03,NETFLIX.COM,34.04,,148112.83
2022-11-04,UBER TRIP,9.84,,148102.99
2022-11-04,SHELL OIL,23.60,,148079.39
2022-11-06,ALDI 729,151.27,,147928.12
2022-11-07,SHELL OIL,46.80,,147881.32
2022-11-07,ETSY.COM,198.84,,147682.48
2022-11-08,SHELL OIL,33.46,,147649.02
2022-11-08,BEST BUY,44.11,,147604.91
2022-11-08,APPLE.COM/BILL,49.57,,147555.34
2022-11-10,PIZZA HUT,43.89,,147511.45
2022-11-10,LOCAL BISTRO,25.34,,147486.11
2022-11-10,ETSY.COM,165.47,,147320.64
2022-11-10,BEST BUY,47.25,,147273.39
2022-11-11,WHOLE FOODS #4821,103.30,,147170.09
2022-11-11,PARKING GARAGE,9.70,,147160.39
2022-11-11,BEST BUY,28.83,,147131.56
2022-11-13,SUSHI HOUSE,20.00,,147111.56
2022-11-13,ETSY.COM,226.92,,146884.64
2022-11-14,LYFT RIDE,41.84,,146842.80
2022-11-15,COSTCO WHSE,121.08,,146721.72
2022-11-15,FRESH MARKET,145.61,,146576.11
2022-11-15,COSTCO WHSE,110.98,,146465.13
2022-11-16,COMCAST CABLE,134.98,,146330.15
2022-11-16,UBER EATS,24.33,,146305.82
2022-11-16,EZ PASS TOLL,41.81,,146264.01
2022-11-16,AMAZON.COM,82.49,,146181.52
2022-11-17,TARGET.COM,195.59,,145985.93
2022-11-18,STEAM GAMES,52.54,,145933.39
2022-11-18,TARGET.COM,152.57,,145780.82
2022-11-20,WALGREENS,63.18,,145717.64
2022-11-21,VERIZON WIRELESS,165.00,,145552.64
2022-11-22,ALDI 729,154.46,,145398.18
2022-11-22,TICKETMASTER,21.69,,145376.49
2022-11-23,SHELL OIL,17.42,,145359.07
2022-11-24,KROGER #1190,144.89,,145214.18
2022-11-25,CHEVRON,14.59,,145199.59
2022-11-26,ALDI 729,62.91,,145136.68
2022-11-26,EZ PASS TOLL,27.73,,145108.95
2022-11-26,BEST BUY,49.96,,145058.99
2022-11-26,ATM WITHDRAWAL,125.81,,144933.18
2022-11-29,MCDONALD'S,72.45,,144860.73
2022-12-01,ACH CREDIT EMPLOYER PAYROLL,,6597.40,151458.13
2022-12-03,BILL PAY RENT LANDLORD,1637.99,,149820.14
2022-12-03,TRADER JOE'S,74.04,,149746.10
2022-12-04,CHIPOTLE ONLINE,72.18,,149673.92
2022-12-06,KROGER #1190,44.50,,149629.42
2022-12-06,LYFT RIDE,59.59,,149569.83
2022-12-07,STEAM GAMES,57.77,,149512.06
2022-12-08,STARBUCKS STORE,83.65,,149428.41
2022-12-10,VERIZON WIRELESS,107.03,,149321.38
2022-12-10,CHEVRON,7.97,,149313.41
2022-12-10,WALGREENS,75.95,,149237.46
2022-12-11,BEST BUY,215.09,,149022.37
2022-12-12,COMCAST CABLE,103.06,,148919.31
2022-12-12,METRO TRANSIT,21.44,,148897.87
2022-12-12,IKEA,125.87,,148772.00
2022-12-14,SHELL OIL,7.63,,148764.37
2022-12-15,SUSHI HOUSE,29.40,,148734.97
2022-12-15,PARKING GARAGE,62.48,,148672.49
2022-12-16,VENMO CASHOUT,,387.14,149059.63
2022-12-16,CITY WATER BILL,166.63,,148893.00
2022-12-16,CHEVRON,35.13,,148857.87
2022-12-18,TRADER JOE'S,107.57,,148750.30
2022-12-18,AMAZON.COM,91.79,,148658.51
2022-12-19,ACH CREDIT YEAR END BONUS,,863.10,149521.61
2022-12-19,ALDI 729,131.15,,149390.46
2022-12-19,SHELL OIL,10.68,,149379.78
2022-12-23,LOCAL BISTRO,28.91,,149350.87
2022-12-24,TARGET.COM,132.65,,149218.22
2022-12-24,AMAZON MKTP,180.89,,149037.33
2022-12-25,SPOTIFY USA,21.99,,149015.34
2022-12-26,PIZZA HUT,44.29,,148971.05
2022-12-26,MCDONALD'S,6.80,,148964.25
2022-12-27,WALMART SUPERCENTER,144.07,,148820.18
2022-12-27,METRO TRANSIT,13.89,,148806.29
2022-12-28,PARKING GARAGE,19.70,,148786.59
2022-12-29,DOORDASH*RESTAURANT,26.84,,148759.75
2022-12-30,WHOLE FOODS #4821,67.26,,148692.49
2022-12-30,PARKING GARAGE,30.98,,148661.51
2022-12-30,AMAZON MKTP,150.85,,148510.66
2022-12-30,WALGREENS,30.61,,148480.05
2022-12-31,STARBUCKS STORE,53.92,,148426.13
2023-01-01,CHEVRON,41.52,,148384.61
2023-01-02,ACH CREDIT EMPLOYER PAYROLL,,6860.72,155245.33
2023-01-02,WHOLE FOODS #4821,78.11,,155167.22
2023-01-02,CHEVRON,13.40,,155153.82
2023-01-03,BILL PAY RENT LANDLORD,1679.70,,153474.12
2023-01-04,FRESH MARKET,108.15,,153365.97
2023-01-04,STARBUCKS STORE,16.71,,153349.26
2023-01-04,WALGREENS,53.42,,153295.84
2023-01-05,WHOLE FOODS #4821,78.46,,153217.38
2023-01-05,TARGET.COM,140.56,,153076.82
2023-01-05,VENMO PAYMENT,225.70,,152851.12
2023-01-06,EZ PASS TOLL,40.48,,152810.64
2023-01-07,DOORDASH*RESTAURANT,6.79,,152803.85
2023-01-07,UBER TRIP,12.20,,152791.65
2023-01-08,METRO TRANSIT,27.18,,152764.47
2023-01-09,DENTAL CARE,129.09,,152635.38
2023-01-10,WHOLE FOODS #4821,24.85,,152610.53
2023-01-11,HOME DEPOT,169.28,,152441.25
2023-01-13,COMCAST CABLE,139.84,,152301.41
2023-01-13,COSTCO WHSE,159.75,,152141.66
2023-01-14,DOORDASH*RESTAURANT,27.46,,152114.20
2023-01-14,NETFLIX.COM,30.19,,152084.01
2023-01-15,PLANET FITNESS,75.31,,152008.70
2023-01-15,INSURANCE ANNUAL PREMIUM,1257.86,,150750.84
2023-01-17,IKEA,213.06,,150537.78
2023-01-17,DISNEYPLUS,18.72,,150519.06
2023-01-18,ALDI 729,113.07,,150405.99
2023-01-18,SUSHI HOUSE,52.88,,150353.11
2023-01-19,SUSHI HOUSE,22.89,,150330.22
2023-01-20,ALDI 729,18.20,,150312.02
2023-01-21,ELECTRIC COMPANY,160.43,,150151.59
2023-01-21,LYFT RIDE,11.02,,150140.57
2023-01-21,TICKETMASTER,47.34,,150093.23
2023-01-22,MCDONALD'S,30.97,,150062.26
2023-01-23,TRADER JOE'S,87.33,,149974.93
2023-01-23,CHEVRON,17.93,,149957.00
2023-01-23,SPOTIFY USA,64.75,,149892.25
2023-01-24,MCDONALD'S,19.92,,149872.33
2023-01-24,PIZZA HUT,32.87,,149839.46
2023-01-24,EZ PASS TOLL,23.97,,149815.49
2023-01-25,ELECTRIC COMPANY,164.20,,149651.29
2023-01-25,SUSHI HOUSE,49.25,,149602.04
2023-01-27,IKEA,227.50,,149374.54
2023-01-28,UBER TRIP,68.58,,149305.96
2023-01-31,TRADER JOE'S,129.91,,149176.05
2023-02-01,ACH CREDIT EMPLOYER PAYROLL,,6811.87,155987.92
2023-02-01,PIZZA HUT,16.29,,155971.63
2023-02-01,UBER TRIP,47.68,,155923.95
2023-02-02,PARKING GARAGE,28.38,,155895.57
2023-02-03,BILL PAY RENT LANDLORD,1669.40,,154226.17
2023-02-03,WHOLE FOODS #4821,148.05,,154078.12
2023-02-03,TRADER JOE'S,30.75,,154047.37
2023-02-03,SUSHI HOUSE,11.61,,154035.76
2023-02-03,NIKE STORE,193.61,,153842.15
2023-02-05,NETFLIX.COM,39.06,,153803.09
2023-02-06,ELECTRIC COMPANY,152.59,,153650.50
2023-02-08,KROGER #1190,159.22,,153491.28
2023-02-08,SHELL OIL,32.33,,153458.95
2023-02-10,KROGER #1190,94.53,,153364.42
2023-02-10,SUSHI HOUSE,35.15,,153329.27
2023-02-10,METRO TRANSIT,64.39,,153264.88
2023-02-11,WALMART SUPERCENTER,57.15,,153207.73
2023-02-11,UBER TRIP,52.98,,153154.75
2023-02-11,PARKING GARAGE,10.10,,153144.65
2023-02-11,LYFT RIDE,43.61,,153101.04
2023-02-12,SHELL OIL,61.45,,153039.59
2023-02-14,FRESH MARKET,131.78,,152907.81
2023-02-14,METRO TRANSIT,66.63,,152841.18
2023-02-14,SPOTIFY USA,25.81,,152815.37
2023-02-15,STARBUCKS STORE,18.55,,152796.82
2023-02-16,ALDI 729,42.70,,152754.12
2023-02-16,UBER EATS,53.87,,152700.25
2023-02-17,PAYPAL TRANSFER,,756.65,153456.90
2023-02-17,NIKE STORE,249.21,,153207.69
2023-02-17,CVS/PHARMACY,210.96,,152996.73
2023-02-17,DENTAL CARE,18.33,,152978.40
2023-02-18,MCDONALD'S,15.29,,152963.11
2023-02-19,UBER TRIP,68.61,,152894.50
2023-02-20,UBER EATS,33.24,,152861.26
2023-02-21,EZ PASS TOLL,31.13,,152830.13
2023-02-22,PIZZA HUT,80.85,,152749.28
2023-02-24,ELECTRIC COMPANY,191.61,,152557.67
2023-02-25,APPLE.COM/BILL,73.23,,152484.44
2023-02-26,STARBUCKS STORE,61.75,,152422.69
2023-02-28,SPOTIFY USA,21.74,,152400.95
2023-03-01,KROGER #1190,66.37,,152334.58
2023-03-02,ACH CREDIT EMPLOYER PAYROLL,,6759.71,159094.29
2023-03-02,LYFT RIDE,9.26,,159085.03
2023-03-03,BILL PAY RENT LANDLORD,1657.18,,157427.85
2023-03-03,EZ PASS TOLL,41.14,,157386.71
2023-03-04,HOME DEPOT,174.14,,157212.57
2023-03-05,LYFT RIDE,49.00,,157163.57
2023-03-05,SHELL OIL,39.35,,157124.22
2023-03-06,STEAM GAMES,28.88,,157095.34
2023-03-07,UBER EATS,48.16,,157047.18
2023-03-09,COSTCO WHSE,48.65,,156998.53
2023-03-09,SPOTIFY USA,51.99,,156946.54
2023-03-10,UBER TRIP,57.30,,156889.24
2023-03-10,HOME DEPOT,276.04,,156613.20
2023-03-12,VERIZON WIRELESS,49.29,,156563.91
2023-03-12,CHIPOTLE ONLINE,17.58,,156546.33
2023-03-12,CVS/PHARMACY,186.65,,156359.68
2023-03-13,KROGER #1190,141.50,,156218.18
2023-03-13,UBER EATS,81.74,,156136.44
2023-03-14,CHEVRON,48.56,,156087.88
2023-03-14,CITY MEDICAL CLINIC,79.14,,156008.74
2023-03-15,MCDONALD'S,15.83,,155992.91
2023-03-15,CHEVRON,43.07,,155949.84
2023-03-17,COSTCO WHSE,115.00,,155834.84
2023-03-17,WHOLE FOODS #4821,51.07,,155783.77
2023-03-18,METRO TRANSIT,21.43,,155762.34
2023-03-18,VENMO PAYMENT,97.63,,155664.71
2023-03-19,UBER TRIP,21.34,,155643.37
2023-03-19,PARKING GARAGE,67.65,,155575.72
2023-03-19,IKEA,72.12,,155503.60
2023-03-20,TRADER JOE'S,155.41,,155348.19
2023-03-20,PIZZA HUT,28.18,,155320.01
2023-03-21,PAYPAL TRANSFER,,1014.48,156334.49
2023-03-21,STARBUCKS STORE,75.69,,156258.80
2023-03-21,LYFT RIDE,18.81,,156239.99
2023-03-23,AMAZON.COM,138.75,,156101.24
2023-03-24,CITY WATER BILL,168.79,,155932.45
2023-03-25,CITY WATER BILL,180.14,,155752.31
2023-03-26,PIZZA HUT,9.64,,155742.67
2023-03-27,PARKING GARAGE,57.53,,155685.14
2023-03-28,FRESH MARKET,84.09,,155601.05
2023-03-29,AMAZON.COM,269.38,,155331.67
2023-03-30,WHOLE FOODS #4821,106.34,,155225.33
2023-03-30,ALDI 729,98.58,,155126.75
2023-03-31,TICKETMASTER,34.76,,155091.99
2023-04-01,KROGER #1190,157.97,,154934.02
2023-04-01,SUSHI HOUSE,78.46,,154855.56
2023-04-02,ACH CREDIT EMPLOYER PAYROLL,,6850.40,161705.96
2023-04-02,WALMART SUPERCENTER,148.48,,161557.48
2023-04-02,UBER TRIP,7.60,,161549.88
2023-04-02,PARKING GARAGE,70.81,,161479.07
2023-04-02,CVS/PHARMACY,19.39,,161459.68
2023-04-03,BILL PAY RENT LANDLORD,1670.91,,159788.77
2023-04-03,HOME DEPOT,45.12,,159743.65
2023-04-05,CITY MEDICAL CLINIC,145.42,,159598.23
2023-04-06,TARGET.COM,189.83,,159408.40
2023-04-08,SHELL OIL,13.99,,159394.41
2023-04-08,NETFLIX.COM,41.08,,159353.33
2023-04-10,MCDONALD'S,78.28,,159275.05
2023-04-11,SUSHI HOUSE,68.86,,159206.19
2023-04-12,EZ PASS TOLL,29.02,,159177.17
2023-04-12,AMAZON.COM,51.16,,159126.01
2023-04-13,GAS UTILITY,134.26,,158991.75
2023-04-13,IKEA,254.74,,158737.01
2023-04-14,COSTCO WHSE,33.87,,158703.14
2023-04-14,TRADER JOE'S,43.17,,158659.97
2023-04-14,LYFT RIDE,58.31,,158601.66
2023-04-14,IRS USATAXPYMT,1426.66,,157175.00
2023-04-15,PLANET FITNESS,198.14,,156976.86
2023-04-15,DISNEYPLUS,15.49,,156961.37
2023-04-15,DISNEYPLUS,55.10,,156906.27
2023-04-16,SHELL OIL,34.72,,156871.55
2023-04-17,WHOLE FOODS #4821,45.16,,156826.39
2023-04-18,PIZZA HUT,33.01,,156793.38
2023-04-18,UBER TRIP,50.82,,156742.56
2023-04-18,VENMO PAYMENT,147.07,,156595.49
2023-04-19,SUSHI HOUSE,84.92,,156510.57
2023-04-19,TICKETMASTER,22.05,,156488.52
2023-04-20,AMAZON MKTP,112.23,,156376.29
2023-04-21,TRADER JOE'S,74.91,,156301.38
2023-04-21,WHOLE FOODS #4821,115.72,,156185.66
2023-04-21,CHIPOTLE ONLINE,38.62,,156147.04
2023-04-22,VERIZON WIRELESS,150.62,,155996.42
2023-04-22,UBER EATS,26.54,,155969.88
2023-04-25,VERIZON WIRELESS,104.69,,155865.19
2023-04-26,DOORDASH*RESTAURANT,78.81,,155786.38
2023-04-27,STARBUCKS STORE,62.50,,155723.88
2023-04-28,DOORDASH*RESTAURANT,74.05,,155649.83
2023-04-28,CHEVRON,45.59,,155604.24
2023-04-29,LOCAL BISTRO,49.91,,155554.33
2023-04-30,COSTCO WHSE,70.16,,155484.17
2023-04-30,DOORDASH*RESTAURANT,11.36,,155472.81
2023-04-30,UBER TRIP,65.35,,155407.46
2023-05-01,ACH CREDIT EMPLOYER PAYROLL,,6814.41,162221.87
2023-05-01,SHELL OIL,11.85,,162210.02
2023-05-02,DOORDASH*RESTAURANT,66.85,,162143.17
2023-05-02,SHELL OIL,71.20,,162071.97
2023-05-03,BILL PAY RENT LANDLORD,1663.51,,160408.46
2023-05-03,DOORDASH*RESTAURANT,21.58,,160386.88
2023-05-03,SUSHI HOUSE,35.59,,160351.29
2023-05-05,SPOTIFY USA,60.17,,160291.12
2023-05-06,WALMART SUPERCENTER,120.52,,160170.60
2023-05-06,UBER TRIP,17.08,,160153.52
2023-05-06,BEST BUY,243.17,,159910.35
2023-05-07,METRO TRANSIT,68.25,,159842.10
2023-05-07,DENTAL CARE,213.42,,159628.68
2023-05-09,TRADER JOE'S,93.22,,159535.46
2023-05-09,DOORDASH*RESTAURANT,25.37,,159510.09
2023-05-09,AMC THEATRES,44.76,,159465.33
2023-05-11,APPLE.COM/BILL,278.59,,159186.74
2023-05-13,FRESH MARKET,49.40,,159137.34
2023-05-16,TARGET.COM,181.99,,158955.35
2023-05-17,ELECTRIC COMPANY,91.39,,158863.96
2023-05-17,CHEVRON,25.11,,158838.85
2023-05-19,LYFT RIDE,5.21,,158833.64
2023-05-20,ACH CREDIT FREELANCE,,1130.37,159964.01
2023-05-20,ELECTRIC COMPANY,134.48,,159829.53
2023-05-20,SHELL OIL,7.03,,159822.50
2023-05-21,AMC THEATRES,56.34,,159766.16
2023-05-24,EZ PASS TOLL,53.96,,159712.20
2023-05-25,DOORDASH*RESTAURANT,18.37,,159693.83
2023-05-26,GAS UTILITY,177.41,,159516.42
2023-05-27,FRESH MARKET,154.73,,159361.69
2023-05-28,TRADER JOE'S,63.80,,159297.89
2023-05-28,ALDI 729,61.77,,159236.12
2023-05-29,UBER TRIP,22.25,,159213.87
2023-05-29,CITY MEDICAL CLINIC,35.60,,159178.27
2023-05-30,WALMART SUPERCENTER,110.41,,159067.86
2023-05-30,AMC THEATRES,9.76,,159058.10
2023-05-31,HOME DEPOT,203.62,,158854.48
2023-05-31,ZELLE TO FRIEND,220.62,,158633.86
2023-06-01,LYFT RIDE,7.40,,158626.46
2023-06-02,ACH CREDIT EMPLOYER PAYROLL,,6745.65,165372.11
2023-06-02,EZ PASS TOLL,18.80,,165353.31
2023-06-02,METRO TRANSIT,8.65,,165344.66
2023-06-03,BILL PAY RENT LANDLORD,1662.34,,163682.32
2023-06-03,PARKING GARAGE,10.72,,163671.60
2023-06-03,AMAZON.COM,19.54,,163652.06
2023-06-04,FRESH MARKET,53.07,,163598.99
2023-06-05,METRO TRANSIT,7.53,,163591.46
2023-06-07,ELECTRIC COMPANY,192.27,,163399.19
2023-06-07,WHOLE FOODS #4821,136.57,,163262.62
2023-06-08,ATM WITHDRAWAL,153.03,,163109.59
2023-06-09,CVS/PHARMACY,197.20,,162912.39
2023-06-10,ELECTRIC COMPANY,98.13,,162814.26
2023-06-13,WALMART SUPERCENTER,95.82,,162718.44
2023-06-13,WHOLE FOODS #4821,101.44,,162617.00
2023-06-13,TARGET.COM,122.84,,162494.16
2023-06-14,COSTCO WHSE,63.35,,162430.81
2023-06-14,DISNEYPLUS,47.41,,162383.40
2023-06-15,TRADER JOE'S,68.82,,162314.58
2023-06-15,SPOTIFY USA,23.61,,162290.97
2023-06-16,SUSHI HOUSE,78.29,,162212.68
2023-06-18,PIZZA HUT,48.00,,162164.68
2023-06-20,SHELL OIL,42.35,,162122.33
2023-06-21,SPOTIFY USA,54.22,,162068.11
2023-06-22,UBER EATS,58.28,,162009.83
2023-06-23,WHOLE FOODS #4821,119.51,,161890.32
2023-06-23,SHELL OIL,47.20,,161843.12
2023-06-23,CITY MEDICAL CLINIC,131.47,,161711.65
2023-06-24,DOORDASH*RESTAURANT,43.52,,161668.13
2023-06-24,UBER EATS,63.25,,161604.88
2023-06-24,SHELL OIL,52.79,,161552.09
2023-06-24,LYFT RIDE,45.45,,161506.64
2023-06-26,GAS UTILITY,95.78,,161410.86
2023-06-26,CHIPOTLE ONLINE,10.79,,161400.07
2023-06-26,TARGET.COM,124.64,,161275.43
2023-06-28,TARGET.COM,174.93,,161100.50
2023-07-01,ACH CREDIT EMPLOYER PAYROLL,,6882.88,167983.38
2023-07-01,PARKING GARAGE,61.65,,167921.73
2023-07-01,NETFLIX.COM,64.28,,167857.45
2023-07-02,METRO TRANSIT,63.76,,167793.69
2023-07-03,BILL PAY RENT LANDLORD,1680.81,,166112.88
2023-07-03,KROGER #1190,26.84,,166086.04
2023-07-03,UBER EATS,37.46,,166048.58
2023-07-04,NETFLIX.COM,21.32,,166027.26
2023-07-06,MCDONALD'S,37.00,,165990.26
2023-07-06,EZ PASS TOLL,21.44,,165968.82
2023-07-08,COMCAST CABLE,87.15,,165881.67
2023-07-08,NIKE STORE,155.02,,165726.65
2023-07-08,BEST BUY,165.60,,165561.05
2023-07-09,VENMO CASHOUT,,1164.44,166725.49
2023-07-09,APPLE.COM/BILL,239.92,,166485.57
